itemId,zone,containerId,coordinates
122,Crew_Quarters,CQ01,"(0,0,997.8),(16.8,15.9,1060.0)"
123,Crew_Quarters,CQ01,"(16.8,0,997.8),(27.5,24.1,1045.3)"
124,Crew_Quarters,CQ01,"(27.5,0,997.8),(62.9,18.8,1044.8)"
125,Maintenance_Bay,MB04,"(43.7,0,37.2),(53.9,24.2,66.6)"
126,Engineering_Bay,EB01,"(28.8,42.4,1057.5),(56.9,68.4,1106.3)"
127,Crew_Quarters,CQ01,"(0,0,1044.8),(29.2,11.6,1071.7)"
128,Crew_Quarters,CQ01,"(0,0,1071.7),(15.5,25.7,1087.6)"
129,Medical_Bay,EA02,"(60.8,0,185.4),(77.8,11.2,209.6)"
130,Storage_Bay,TA01,"(55.7,0,186.5),(80.3,28.2,203.9)"
131,Engineering_Bay,EB01,"(56.9,42.4,1057.5),(93.9,62.1,1083.5)"
132,Storage_Bay,TA01,"(0,28.2,186.5),(38.2,54.4,202.0)"
133,Crew_Quarters,CQ01,"(15.5,0,1071.7),(30.1,20.0,1097.9)"
134,Storage_Bay,TA01,"(38.2,28.2,186.5),(71.5,41.0,204.4)"
135,Storage_Bay,TA01,"(0,41.0,186.5),(34.0,63.8,232.3)"
136,Medical_Bay,EA02,"(77.8,0,185.4),(98.7,25.1,260.9)"
137,Storage_Bay,TA01,"(34.0,41.0,186.5),(83.7,67.4,233.3)"
138,Medical_Bay,EA03,"(18.1,27.9,101.6),(59.0,68.6,113.0)"
139,Airlock,A02,"(62.8,33.0,91.1),(107.6,65.3,140.8)"
140,Storage_Bay,TA01,"(0,67.4,186.5),(28.6,91.0,215.6)"
141,Storage_Bay,TA01,"(28.6,67.4,186.5),(49.5,91.0,208.7)"
142,External_Storage,ES04,"(0,35.1,92.3),(26.6,80.5,111.0)"
143,Crew_Quarters,CQ01,"(30.1,0,1071.7),(78.3,12.4,1106.7)"
144,Life_Support,LS05,"(0,50.1,0),(23.8,77.0,25.3)"
145,Lab,L03,"(0,29.1,88.4),(29.6,65.8,111.8)"
146,Lab,L04,"(157.0,27.9,16.2),(190.3,42.3,62.7)"
147,Storage_Bay,TA01,"(49.5,67.4,186.5),(77.6,96.6,207.4)"
148,Sanitation_Bay,SB03,"(37.8,0,0),(67.7,16.2,14.7)"
149,Engineering_Bay,EB01,"(0,62.1,1057.5),(16.2,100.3,1083.5)"
150,Lab,L02,"(0,39.4,94.8),(15.6,59.9,111.4)"
151,Greenhouse,G02,"(0,13.1,0),(21.9,40.7,29.2)"
152,Storage_Bay,TA01,"(0,96.6,186.5),(12.3,123.2,214.5)"
153,Sanitation_Bay,SB04,"(52.6,0,0),(78.0,19.8,16.5)"
154,Lab,L01,"(45.6,0,201.8),(88.0,26.7,229.5)"
155,Maintenance_Bay,MB04,"(66.6,65.6,0),(86.0,106.9,34.6)"
156,External_Storage,ES03,"(13.5,0,6.3),(45.1,13.4,18.1)"
157,Storage_Bay,TA01,"(12.3,96.6,186.5),(30.8,141.4,212.1)"
158,Crew_Quarters,CQ01,"(0,0,1106.7),(17.4,33.0,1143.1)"
159,Engineering_Bay,EB01,"(16.2,62.1,1057.5),(50.3,88.2,1079.7)"
160,Engineering_Bay,EB01,"(50.3,62.1,1057.5),(91.0,107.4,1074.5)"
161,Airlock,A01,"(67.7,0,39.9),(116.2,19.9,64.4)"
162,Cockpit,C01,"(64.3,0,65.9),(78.7,11.3,76.8)"
163,Airlock,A02,"(15.2,0,99.5),(46.9,19.7,115.4)"
164,Lab,L02,"(15.6,39.4,94.8),(41.9,69.7,128.7)"
165,Crew_Quarters,CQ01,"(17.4,0,1106.7),(35.2,29.9,1176.9)"
166,Power_Bay,PB05,"(0,0,4.7),(45.6,31.7,35.7)"
167,Engine_Bay,NA01,"(20.6,0,21.7),(40.9,37.9,35.4)"
168,Cockpit,C03,"(63.0,0,40.8),(87.0,43.7,89.9)"
169,Lab,L03,"(33.6,19.6,59.1),(53.0,38.1,71.5)"
170,Crew_Quarters,CQ01,"(0,0,1176.9),(27.4,29.8,1193.5)"
171,Engineering_Bay,EB01,"(0,0,1074.5),(46.5,32.9,1106.5)"
172,Power_Bay,PB01,"(0,0,11.5),(66.3,94.3,13.9)"
173,Airlock,A03,"(25.0,52.1,49.6),(49.9,66.0,98.7)"
174,Lab,L04,"(0,42.3,16.2),(17.9,65.2,33.6)"
175,Command_Center,CC01,"(0,44.8,43.6),(24.8,80.8,83.1)"
176,Power_Bay,PB03,"(63.7,28.4,0),(121.1,98.9,1.3)"
177,Cockpit,C01,"(78.7,0,65.9),(95.3,39.5,113.0)"
178,Greenhouse,G03,"(71.3,0,0),(96.1,26.0,27.8)"
179,Medical_Bay,EA01,"(0,0,94.0),(18.2,24.8,111.2)"
180,Storage_Bay,TA01,"(30.8,96.6,186.5),(78.4,120.2,230.2)"
181,Lab,L03,"(29.6,29.1,88.4),(44.1,62.6,125.8)"
182,Lab,L04,"(135.4,0,56.8),(165.9,17.4,75.1)"
183,External_Storage,ES02,"(0,17.5,4.5),(30.0,32.9,51.9)"
184,External_Storage,ES03,"(45.1,0,6.3),(112.8,82.8,11.1)"
185,Crew_Quarters,CQ01,"(0,0,1193.5),(49.5,34.3,1220.1)"
186,Storage_Bay,TA01,"(0,120.2,186.5),(10.3,132.1,205.8)"
187,Crew_Quarters,CQ01,"(0,0,1220.1),(21.5,13.5,1245.8)"
188,Storage_Bay,TA01,"(10.3,120.2,186.5),(39.1,146.3,199.3)"
189,Storage_Bay,TA01,"(39.1,120.2,186.5),(64.9,156.0,207.1)"
190,Power_Bay,PB04,"(39.6,0,25.7),(67.6,49.3,75.5)"
191,Airlock,A02,"(46.9,0,99.5),(77.9,45.9,138.2)"
192,Engineering_Bay,EB01,"(46.5,0,1074.5),(69.0,19.4,1097.2)"
193,Medical_Bay,EA03,"(60.7,55.5,10.9),(102.4,87.4,50.3)"
194,Engineering_Bay,EB01,"(69.0,0,1074.5),(89.0,27.5,1101.1)"
195,Lab,L03,"(53.0,19.6,59.1),(70.2,68.3,76.4)"
196,Storage_Bay,TA01,"(64.9,120.2,186.5),(84.8,153.6,216.8)"
197,Crew_Quarters,CQ01,"(21.5,0,1220.1),(43.6,41.2,1261.2)"
198,Power_Bay,PB03,"(0,0,1.3),(49.3,33.9,49.9)"
199,Power_Bay,PB04,"(15.9,0,25.2),(26.5,46.6,42.3)"
200,Engineering_Bay,EB01,"(0,27.5,1074.5),(30.5,51.9,1101.9)"
201,Storage_Bay,TA01,"(0,0,216.8),(21.8,43.7,262.4)"
202,Cockpit,C03,"(75.8,53.6,0),(97.4,64.4,46.7)"
203,Lab,L01,"(0,0,316.4),(16.4,29.1,366.2)"
204,Lab,L04,"(17.9,42.3,16.2),(34.4,62.4,42.8)"
205,Medical_Bay,EA01,"(18.2,0,94.0),(47.9,38.6,141.1)"
206,Engineering_Bay,EB01,"(30.5,27.5,1074.5),(48.4,68.2,1121.8)"
207,Crew_Quarters,CQ01,"(0,0,1261.2),(24.8,16.9,1278.6)"
208,Maintenance_Bay,MB04,"(53.9,0,37.2),(76.9,35.8,51.9)"
209,Engineering_Bay,EB01,"(48.4,27.5,1074.5),(88.9,51.0,1090.5)"
210,Lab,L02,"(41.9,39.4,94.8),(52.2,60.9,109.7)"
211,Command_Center,CC02,"(40.0,0,45.0),(70.8,47.0,72.8)"
212,Crew_Quarters,CQ01,"(24.8,0,1261.2),(44.1,32.6,1291.0)"
213,Life_Support,LS01,"(0,0,58.4),(44.6,21.4,85.9)"
214,Storage_Bay,TA01,"(21.8,0,216.8),(49.4,26.0,231.9)"
215,Maintenance_Bay,MB04,"(76.9,0,37.2),(103.6,44.2,69.3)"
216,Storage_Bay,TA01,"(49.4,0,216.8),(85.9,42.3,263.9)"
217,Storage_Bay,TA01,"(0,42.3,216.8),(35.6,61.5,263.7)"
218,Lab,L01,"(0,0,229.5),(17.8,24.7,275.8)"
219,Lab,L04,"(165.9,0,56.8),(212.4,23.6,87.5)"
220,Storage_Bay,TA01,"(35.6,42.3,216.8),(51.9,70.4,235.1)"
221,Command_Center,CC02,"(50.3,43.4,45.8),(93.9,89.4,69.6)"
222,Medical_Bay,EA03,"(59.0,27.9,101.6),(106.9,39.0,148.4)"
223,Engineering_Bay,EB01,"(0,51.0,1074.5),(37.8,76.1,1084.8)"
224,Medical_Bay,EA01,"(22.6,65.9,28.8),(43.9,93.4,77.3)"
225,Power_Bay,PB02,"(102.4,0,0),(114.6,38.3,41.0)"
226,Maintenance_Bay,MB02,"(0,0,29.7),(43.0,18.4,41.7)"
227,Medical_Bay,EA02,"(0,0,279.5),(17.1,17.1,357.6)"
228,Storage_Bay,TA01,"(51.9,42.3,216.8),(84.9,58.8,248.9)"
229,Airlock,A01,"(0,88.1,88.7),(20.6,104.1,134.7)"
230,Storage_Bay,TA01,"(0,58.8,216.8),(45.8,88.5,231.9)"
231,Engineering_Bay,EB01,"(37.8,51.0,1074.5),(51.3,95.3,1091.7)"
232,Command_Center,CC03,"(63.7,0,39.8),(94.2,24.1,53.9)"
233,Airlock,A03,"(48.1,61.7,25.0),(96.4,79.0,72.2)"
234,Crew_Quarters,CQ01,"(0,0,1291.0),(32.7,41.2,1330.9)"
235,Engineering_Bay,EB01,"(51.3,51.0,1074.5),(69.9,91.8,1085.1)"
236,Lab,L02,"(52.2,39.4,94.8),(63.4,72.1,130.4)"
237,Engineering_Bay,EB01,"(69.9,51.0,1074.5),(103.3,100.2,1116.3)"
238,Storage_Bay,TA01,"(45.8,58.8,216.8),(67.7,99.5,248.2)"
239,Lab,L04,"(34.4,42.3,16.2),(47.8,59.2,54.5)"
240,Engineering_Bay,EB01,"(0,0,1116.3),(33.8,21.0,1147.9)"
241,Lab,L03,"(70.2,19.6,59.1),(88.2,48.5,85.8)"
242,Engineering_Bay,EB01,"(33.8,0,1116.3),(46.7,44.7,1160.7)"
243,Airlock,A03,"(49.9,52.1,49.6),(76.0,95.5,74.9)"
244,Lab,L03,"(44.1,29.1,88.4),(61.2,43.3,115.5)"
245,Lab,L04,"(47.8,42.3,16.2),(84.8,63.7,40.2)"
246,Crew_Quarters,CQ01,"(0,0,1330.9),(15.1,19.4,1368.3)"
247,Crew_Quarters,CQ01,"(15.1,0,1330.9),(34.7,43.1,1347.4)"
248,Engineering_Bay,EB01,"(46.7,0,1116.3),(74.8,39.1,1145.9)"
249,Life_Support,LS03,"(0,26.4,0),(24.6,50.6,23.6)"
250,Engineering_Bay,EB01,"(0,39.1,1116.3),(45.6,65.4,1128.6)"
251,Airlock,A01,"(0,19.9,39.9),(27.7,42.7,83.4)"
252,Storage_Bay,TA01,"(67.7,58.8,216.8),(117.4,107.6,230.2)"
253,Engineering_Bay,EB01,"(45.6,39.1,1116.3),(63.9,86.1,1127.7)"
254,Airlock,A01,"(20.6,88.1,88.7),(68.0,121.6,133.8)"
255,Engineering_Bay,EB01,"(63.9,39.1,1116.3),(110.2,77.7,1140.4)"
256,Lab,L03,"(61.2,29.1,88.4),(81.0,74.9,111.9)"
257,Crew_Quarters,CQ01,"(0,0,1347.4),(30.3,26.5,1396.3)"
258,Engineering_Bay,EB01,"(0,0,1140.4),(45.3,19.1,1154.3)"
259,Lab,L02,"(63.4,39.4,94.8),(85.9,69.0,121.4)"
260,Engineering_Bay,EB01,"(45.3,0,1140.4),(82.2,36.9,1183.1)"
261,Medical_Bay,EA02,"(0,0,260.9),(45.7,14.6,300.4)"
262,Crew_Quarters,CQ01,"(0,0,1396.3),(36.9,37.4,1432.4)"
263,Lab,L01,"(16.4,0,316.4),(39.5,28.4,345.2)"
264,Lab,L02,"(0,0,109.1),(18.9,36.6,150.5)"
265,Engineering_Bay,EB01,"(0,36.9,1140.4),(28.4,58.5,1180.2)"
266,Storage_Bay,TA01,"(0,107.6,216.8),(13.1,132.9,231.4)"
267,Storage_Bay,TA01,"(13.1,107.6,216.8),(35.7,124.3,228.4)"
268,Crew_Quarters,CQ01,"(0,0,1432.4),(39.0,16.5,1462.1)"
269,Lab,L03,"(0,48.5,59.1),(24.2,61.7,70.2)"
270,Command_Center,CC01,"(0,0,86.6),(17.4,26.1,118.1)"
271,Crew_Quarters,CQ01,"(0,0,1462.1),(27.5,21.5,1491.4)"
272,Storage_Bay,TA01,"(35.7,107.6,216.8),(61.5,127.9,242.8)"
273,Cockpit,C02,"(0,20.1,78.1),(42.2,57.1,102.0)"
274,Lab,L01,"(17.8,0,229.5),(45.5,27.3,258.0)"
275,Airlock,A03,"(0,95.5,49.6),(26.3,116.2,98.1)"
276,Command_Center,CC03,"(36.3,16.3,51.8),(50.4,52.8,101.2)"
277,Storage_Bay,TA01,"(61.5,107.6,216.8),(103.3,154.3,243.9)"
278,Lab,L03,"(24.2,48.5,59.1),(50.8,69.0,99.6)"
279,Crew_Quarters,CQ01,"(0,0,1491.4),(26.7,16.5,1535.3)"
280,Crew_Quarters,CQ01,"(0,0,1535.3),(44.9,30.1,1549.0)"
281,Medical_Bay,EA03,"(0,39.0,101.6),(46.7,49.9,119.7)"
282,Crew_Quarters,CQ01,"(0,0,1549.0),(41.0,35.7,1560.7)"
283,External_Storage,ES04,"(0,0,89.3),(17.7,18.2,119.9)"
284,Medical_Bay,EA02,"(17.1,0,279.5),(33.0,41.4,308.4)"
285,Crew_Quarters,CQ01,"(0,0,1560.7),(26.9,49.2,1600.1)"
286,Crew_Quarters,CQ01,"(0,0,1600.1),(28.7,20.0,1614.7)"
287,Storage_Bay,TA01,"(0,0,243.9),(19.6,16.2,272.7)"
288,Cockpit,C01,"(44.3,20.2,31.1),(84.6,44.9,64.0)"
289,Engineering_Bay,EB01,"(28.4,36.9,1140.4),(61.3,80.1,1175.3)"
290,Lab,L04,"(84.8,42.3,16.2),(113.2,64.6,41.5)"
291,Medical_Bay,EA03,"(46.7,39.0,101.6),(60.6,77.8,136.3)"
292,Engineering_Bay,EB01,"(61.3,36.9,1140.4),(85.1,48.1,1172.2)"
293,Lab,L02,"(0,0,121.4),(35.4,33.3,137.4)"
294,Medical_Bay,EA01,"(43.9,65.9,28.8),(63.6,91.3,55.4)"
295,Storage_Bay,TA01,"(19.6,0,243.9),(51.6,45.5,273.6)"
296,Crew_Quarters,CQ01,"(0,0,1614.7),(11.9,38.3,1632.7)"
297,Command_Center,CC03,"(0,24.1,39.8),(27.0,45.9,85.1)"
298,Crew_Quarters,CQ01,"(11.9,0,1614.7),(57.3,12.1,1646.2)"
299,Airlock,A01,"(27.7,19.9,39.9),(62.5,54.1,82.9)"
300,Medical_Bay,EA03,"(0,0,50.3),(14.4,13.8,73.7)"
301,Engineering_Bay,EB01,"(0,48.1,1140.4),(37.8,83.2,1188.3)"
302,Cockpit,C03,"(0,64.4,0),(31.7,107.9,16.6)"
303,Life_Support,LS02,"(0,0,74.7),(48.6,43.9,116.6)"
304,Lab,L04,"(0,23.6,56.8),(19.0,56.2,87.5)"
305,Storage_Bay,TA01,"(51.6,0,243.9),(79.7,28.5,263.8)"
306,Crew_Quarters,CQ01,"(0,0,1646.2),(26.7,49.6,1668.3)"
307,Engineering_Bay,EB01,"(37.8,48.1,1140.4),(74.2,61.9,1186.8)"
308,Storage_Bay,TA01,"(0,28.5,243.9),(32.7,47.4,273.9)"
309,Maintenance_Bay,MB02,"(43.0,0,29.7),(91.7,20.6,46.2)"
310,External_Storage,ES03,"(73.1,60.6,6.8),(97.0,86.2,20.4)"
311,Medical_Bay,EA03,"(14.4,0,50.3),(35.7,35.2,85.1)"
312,Maintenance_Bay,MB04,"(0,0,34.6),(27.3,16.4,60.5)"
313,Engineering_Bay,EB01,"(0,61.9,1140.4),(10.6,109.1,1154.8)"
314,Storage_Bay,TA01,"(32.7,28.5,243.9),(48.0,44.8,272.9)"
315,Medical_Bay,EA02,"(45.7,0,260.9),(90.6,41.5,281.5)"
316,Engineering_Bay,EB01,"(10.6,61.9,1140.4),(41.1,107.2,1153.9)"
317,Storage_Bay,TA01,"(48.0,28.5,243.9),(65.2,53.8,269.7)"
318,Storage_Bay,TA01,"(65.2,28.5,243.9),(82.3,50.6,273.7)"
319,External_Storage,ES02,"(26.2,0,26.8),(70.5,48.8,67.6)"
320,Crew_Quarters,CQ01,"(0,0,1668.3),(15.8,23.5,1716.9)"
321,Engineering_Bay,EB01,"(41.1,61.9,1140.4),(63.8,94.2,1167.9)"
322,Power_Bay,PB03,"(0,21.1,5.0),(65.1,80.2,6.3)"
323,Power_Bay,PB01,"(0,0,13.9),(43.0,43.6,45.5)"
324,Crew_Quarters,CQ01,"(15.8,0,1668.3),(59.9,49.8,1699.7)"
325,Crew_Quarters,CQ01,"(0,0,1699.7),(13.4,36.8,1732.7)"
326,Medical_Bay,EA01,"(47.9,0,94.0),(59.6,19.7,112.0)"
327,Lab,L01,"(39.5,0,316.4),(65.5,18.5,327.3)"
328,Crew_Quarters,CQ01,"(13.4,0,1699.7),(27.2,21.1,1718.7)"
329,Lab,L03,"(0,0,111.9),(18.4,40.0,154.4)"
330,Storage_Bay,TA01,"(82.3,28.5,243.9),(108.6,48.8,260.4)"
331,Cockpit,C05,"(0,0,108.3),(12.9,13.9,126.4)"
332,Crew_Quarters,CQ01,"(27.2,0,1699.7),(49.4,25.3,1712.6)"
333,Crew_Quarters,CQ01,"(0,0,1712.6),(32.9,20.9,1730.1)"
334,Medical_Bay,EA01,"(63.6,65.9,28.8),(81.6,92.8,50.0)"
335,Airlock,A03,"(0,79.0,25.0),(42.7,89.4,62.2)"
336,Storage_Bay,TA01,"(0,48.8,243.9),(14.6,82.6,259.3)"
337,Power_Bay,PB03,"(0,0,6.3),(16.8,48.1,45.3)"
338,Cockpit,C05,"(12.9,0,108.3),(40.9,17.0,146.9)"
339,Crew_Quarters,CQ01,"(0,0,1730.1),(18.1,25.7,1773.7)"
340,Life_Support,LS01,"(0,0,125.0),(21.7,17.5,172.0)"
341,Airlock,A02,"(0,0,140.8),(20.1,47.3,155.7)"
342,Storage_Bay,TA01,"(14.6,48.8,243.9),(27.6,74.8,283.0)"
343,Life_Support,LS05,"(23.8,50.1,0),(70.9,62.9,11.0)"
344,Storage_Bay,TA01,"(27.6,48.8,243.9),(62.6,95.9,262.9)"
345,Engineering_Bay,EB01,"(63.8,61.9,1140.4),(86.9,106.7,1179.1)"
346,Lab,L01,"(65.5,0,316.4),(92.2,10.3,349.7)"
347,Storage_Bay,TA01,"(62.6,48.8,243.9),(83.8,76.2,262.0)"
348,Crew_Quarters,CQ01,"(18.1,0,1730.1),(52.2,23.1,1765.9)"
349,Medical_Bay,EA01,"(59.6,0,94.0),(74.9,15.7,115.1)"
350,Storage_Bay,TA01,"(0,76.2,243.9),(19.3,90.3,258.0)"
351,Engineering_Bay,EB01,"(0,0,1179.1),(12.3,37.6,1220.1)"
352,Crew_Quarters,CQ01,"(0,0,1765.9),(10.7,21.6,1806.1)"
353,Crew_Quarters,CQ01,"(10.7,0,1765.9),(26.6,26.6,1795.7)"
354,Medical_Bay,EA02,"(33.0,0,279.5),(44.4,37.5,318.9)"
355,Storage_Bay,TA01,"(19.3,76.2,243.9),(65.3,121.6,272.9)"
356,Sanitation_Bay,SB02,"(61.7,0,0),(87.0,17.9,11.2)"
357,Storage_Bay,TA01,"(0,121.6,243.9),(39.2,156.3,254.2)"
358,Power_Bay,PB05,"(163.9,0,0),(184.3,48.8,21.6)"
359,Lab,L01,"(45.5,0,229.5),(70.0,30.7,266.0)"
360,Sanitation_Bay,SB03,"(81.9,0,0),(107.8,20.4,19.8)"
361,Power_Bay,PB04,"(26.5,0,25.2),(57.3,36.5,66.1)"
362,Greenhouse,G04,"(41.1,0,0),(54.6,16.7,23.7)"
363,Medical_Bay,EA03,"(60.6,39.0,101.6),(87.9,53.9,131.6)"
364,Storage_Bay,TA01,"(39.2,121.6,243.9),(72.0,165.3,256.9)"
365,Storage_Bay,TA01,"(0,0,256.9),(11.7,25.1,306.0)"
366,Power_Bay,PB01,"(0,28.5,15.2),(38.2,42.3,29.4)"
367,Engineering_Bay,EB01,"(12.3,0,1179.1),(27.1,21.6,1194.0)"
368,Lab,L03,"(50.8,48.5,59.1),(64.5,65.3,81.7)"
369,Storage_Bay,TA01,"(11.7,0,256.9),(30.2,33.5,282.4)"
370,Command_Center,CC01,"(24.8,44.8,43.6),(64.1,86.3,63.4)"
371,Crew_Quarters,CQ01,"(26.6,0,1765.9),(44.4,16.4,1787.0)"
372,Cockpit,C02,"(0,0,70.7),(47.6,12.3,110.6)"
373,Engineering_Bay,EB01,"(27.1,0,1179.1),(51.2,26.2,1197.5)"
374,Maintenance_Bay,MB01,"(0,0,48.7),(10.3,11.9,63.9)"
375,Lab,L02,"(18.9,0,109.1),(29.6,38.0,152.5)"
376,Crew_Quarters,CQ01,"(0,0,1787.0),(14.4,31.7,1806.3)"
377,Airlock,A02,"(0,0,138.2),(25.6,26.3,231.1)"
378,Storage_Bay,TA01,"(30.2,0,256.9),(68.0,13.6,291.0)"
379,Lab,L04,"(113.2,42.3,16.2),(147.6,70.4,48.6)"
380,Lab,L01,"(0,10.3,316.4),(25.6,42.4,328.7)"
381,Crew_Quarters,CQ01,"(14.4,0,1787.0),(45.3,48.5,1808.2)"
382,Engineering_Bay,EB01,"(51.2,0,1179.1),(91.0,22.5,1221.8)"
383,Lab,L03,"(64.5,48.5,59.1),(106.0,78.6,81.4)"
384,Storage_Bay,TA01,"(0,13.6,256.9),(10.4,27.8,276.4)"
385,Engineering_Bay,EB01,"(0,22.5,1179.1),(37.1,39.4,1193.1)"
386,Airlock,A03,"(42.7,79.0,25.0),(66.1,91.3,64.1)"
387,Storage_Bay,TA01,"(10.4,13.6,256.9),(41.6,47.9,268.3)"
388,Storage_Bay,TA01,"(41.6,13.6,256.9),(60.2,28.9,271.0)"
389,Medical_Bay,EA01,"(74.9,0,94.0),(89.9,24.9,122.0)"
390,Airlock,A03,"(26.3,95.5,49.6),(65.2,106.3,84.1)"
391,Storage_Bay,TA01,"(60.2,13.6,256.9),(86.4,54.4,288.0)"
392,Airlock,A02,"(20.1,0,140.8),(63.2,47.9,175.7)"
393,Medical_Bay,EA01,"(81.6,65.9,28.8),(112.2,98.5,43.8)"
394,Engineering_Bay,EB01,"(37.1,22.5,1179.1),(53.4,38.3,1193.7)"
395,Lab,L02,"(35.4,0,121.4),(57.0,27.3,138.8)"
396,Maintenance_Bay,MB01,"(10.3,0,48.7),(22.4,49.3,94.7)"
397,Crew_Quarters,CQ01,"(0,0,1808.2),(15.1,48.7,1837.0)"
398,Crew_Quarters,CQ01,"(15.1,0,1808.2),(40.6,23.9,1889.7)"
399,Lab,L04,"(19.0,23.6,56.8),(30.7,56.4,101.3)"
400,Crew_Quarters,CQ01,"(0,0,1889.7),(44.7,32.5,1911.8)"
401,Engineering_Bay,EB01,"(53.4,22.5,1179.1),(65.4,51.8,1197.4)"
402,Life_Support,LS03,"(24.6,26.4,0),(39.9,66.1,45.4)"
403,Engineering_Bay,EB01,"(65.4,22.5,1179.1),(109.0,54.2,1195.5)"
404,Crew_Quarters,CQ01,"(0,0,1911.8),(27.8,15.7,1931.5)"
405,Engineering_Bay,EB01,"(0,0,1195.5),(37.5,27.6,1215.1)"
406,Storage_Bay,TA01,"(0,54.4,256.9),(32.0,82.9,294.6)"
407,Command_Center,CC01,"(17.4,0,86.6),(46.4,30.8,99.4)"
408,Engineering_Bay,EB01,"(37.5,0,1195.5),(59.0,16.9,1225.5)"
409,Life_Support,LS04,"(0,0,50.5),(44.6,20.8,82.0)"
410,Crew_Quarters,CQ01,"(0,0,1931.5),(29.0,19.6,1942.3)"
411,Command_Center,CC02,"(0,47.0,45.0),(20.0,69.9,87.1)"
412,Cockpit,C01,"(0,39.5,65.9),(30.5,58.8,91.9)"
413,Sanitation_Bay,SB04,"(64.2,0,0),(85.4,26.1,17.1)"
414,Storage_Bay,TA01,"(32.0,54.4,256.9),(56.7,74.4,274.1)"
415,Engineering_Bay,EB01,"(59.0,0,1195.5),(71.9,17.6,1234.7)"
416,Maintenance_Bay,MB04,"(27.3,0,34.6),(40.0,29.8,54.1)"
417,Maintenance_Bay,MB02,"(0,0,25.6),(43.9,15.3,49.8)"
418,Engineering_Bay,EB01,"(71.9,0,1195.5),(91.8,11.6,1208.1)"
419,Lab,L01,"(25.6,10.3,316.4),(55.5,25.0,328.5)"
420,Storage_Bay,TA01,"(56.7,54.4,256.9),(71.2,98.0,270.0)"
421,Greenhouse,G01,"(76.9,0,0),(106.4,19.4,28.8)"
422,Engineering_Bay,EB01,"(0,11.6,1195.5),(12.0,61.3,1205.7)"
423,Airlock,A03,"(66.1,79.0,25.0),(98.9,122.5,52.2)"
424,Crew_Quarters,CQ01,"(0,0,1942.3),(42.5,22.9,1956.2)"
425,Lab,L02,"(57.0,0,121.4),(67.6,10.3,147.0)"
426,Crew_Quarters,CQ01,"(0,0,1956.2),(13.9,32.4,1979.9)"
427,External_Storage,ES04,"(0,0,111.0),(44.5,11.2,160.2)"
428,Lab,L01,"(55.5,10.3,316.4),(95.3,23.5,348.9)"
429,External_Storage,ES02,"(30.0,17.5,4.5),(59.0,39.5,33.2)"
430,Lab,L02,"(29.6,0,109.1),(71.1,14.0,150.1)"
431,Engineering_Bay,EB01,"(12.0,11.6,1195.5),(24.9,59.4,1230.4)"
432,Engineering_Bay,EB01,"(24.9,11.6,1195.5),(69.2,55.5,1243.2)"
433,Storage_Bay,TA01,"(71.2,54.4,256.9),(118.5,72.8,298.9)"
434,Crew_Quarters,CQ01,"(13.9,0,1956.2),(29.7,19.9,1974.8)"
435,Crew_Quarters,CQ01,"(29.7,0,1956.2),(41.3,30.0,1978.2)"
436,Lab,L02,"(67.6,0,121.4),(80.0,16.7,139.5)"
437,Lab,L03,"(18.4,0,111.9),(59.5,18.3,152.7)"
438,Engineering_Bay,EB01,"(0,0,1243.2),(15.1,13.8,1271.3)"
439,Command_Center,CC01,"(46.4,0,86.6),(89.1,36.9,123.7)"
440,Command_Center,CC03,"(50.4,16.3,51.8),(95.9,33.2,73.2)"
441,External_Storage,ES04,"(0,18.2,89.3),(33.0,57.9,121.3)"
442,Medical_Bay,EA03,"(0,53.9,101.6),(16.5,72.7,124.8)"
443,Power_Bay,PB01,"(38.2,28.5,15.2),(123.5,83.2,19.6)"
444,Crew_Quarters,CQ01,"(0,0,1978.2),(19.7,11.6,2005.4)"
445,Lab,L01,"(70.0,0,229.5),(99.2,28.1,268.7)"
446,Command_Center,CC03,"(27.0,24.1,39.8),(55.6,58.8,85.8)"
447,Cockpit,C03,"(31.7,64.4,0),(78.8,100.8,45.9)"
448,Engineering_Bay,EB01,"(15.1,0,1243.2),(33.2,24.6,1259.0)"
449,Lab,L02,"(80.0,0,121.4),(95.6,20.5,140.2)"
450,Airlock,A03,"(0,106.3,49.6),(45.5,147.7,70.0)"
451,Engineering_Bay,EB01,"(33.2,0,1243.2),(70.1,21.0,1272.1)"
452,Life_Support,LS05,"(0,62.9,0),(16.2,99.6,34.4)"
453,Maintenance_Bay,MB02,"(0,20.6,29.7),(19.9,33.5,76.7)"
454,Lab,L04,"(30.7,23.6,56.8),(64.3,63.5,68.8)"
455,Engine_Bay,NA01,"(148.6,0,0),(160.5,43.8,39.0)"
456,Life_Support,LS05,"(31.5,46.0,0),(80.2,84.5,31.5)"
457,Engineering_Bay,EB01,"(0,21.0,1243.2),(29.1,44.1,1270.3)"
458,Command_Center,CC02,"(0,89.4,45.8),(13.0,101.0,88.7)"
459,Lab,L02,"(0,20.5,121.4),(18.6,52.0,132.9)"
460,Engine_Bay,NA02,"(36.0,50.2,0),(46.7,92.0,42.5)"
461,Sanitation_Bay,SB01,"(0,0,33.8),(19.7,19.4,54.2)"
462,Command_Center,CC02,"(20.0,47.0,45.0),(64.7,59.4,75.7)"
463,Lab,L03,"(0,0,81.4),(19.4,10.8,95.4)"
